72 152 74 131 69 131 61 130 61 129 65 126
62 141 65 112 70 111 85 147 76 125 61 130
67 136 52 110 62 122 60 111 55 180 59 122
64 126 65 190 64  98 67 123 72 117 60  92
57 120 66 132 72 129 72 165 43  95 43  97
63 112 66 130 72 180 56 125 75 130 92 162
57 121 56 160 78 135 60  87 63 115 58 118
61  93 79 126 68 160 73 108 86 140 71 120
46  97 74 131 58  81 60 126 64 124 52 102
71 129 64 117 71 108 53 108 65 108 66 108
44  83 58 117 54  97 57 104 55 112 51 100
62 114 61 100 79 115 60 105 78 112 82 102
53 101 50 103 61 115 56 120 57 110 56 105
56 101 56 109 71 105 56  97 58  87 69 107
46 107 55 108 64 115 56 109 55 104 57 103
64 114 66 101 62  99 59 102 58  98 88 135
