comb strain weight nitro
0      1   0.51   14.2
0      1   0.74   21.1
0      1   0.69   21.9
0      1   1.00   30.5
0      1   0.69   20.5
0      2   0.91   26.8
0      2   0.84   25.9
0      2   0.90   25.8
0      2   0.83   26.9
0      2   0.61   17.6
0      3   1.02   30.6
0      3   0.87   25.7
0      3   0.94   27.1
0      3   0.80   25.0
0      3   1.24   37.4
0      4   0.71   23.3
0      4   0.73   22.0
0      4   1.05   33.4
0      4   1.07   30.8
0      4   0.86   25.8
0      5   1.04   32.2
0      5   0.84   27.0
0      5   0.73   23.5
0      5   0.86   26.8
0      5   0.76   23.6
0      6   0.87   30.1
0      6   0.89   26.2
0      6   0.94   29.1
0      6   0.50   18.8
0      6   1.15   38.0
1      1   0.87   25.8
1      1   0.94   28.6
1      1   0.82   25.6
1      1   0.97   29.9
1      1   0.75   22.2
1      2   1.26   37.8
1      2   1.53   44.6
1      2   1.08   32.8
1      2   0.82   23.5
1      2   0.74   22.6
1      3   1.00   29.4
1      3   1.02   31.0
1      3   1.01   30.7
1      3   0.94   29.0
1      3   0.85   24.8
1      4   0.97   30.1
1      4   1.22   37.8
1      4   0.98   29.6
1      4   0.70   21.0
1      4   1.04   33.7
1      5   0.72   22.2
1      5   0.88   27.6
1      5   0.98   30.2
1      5   0.91   28.8
1      5   0.69   22.2
1      6   1.37   41.5
1      6   1.11   35.1
1      6   1.21   36.1
1      6   0.98   30.6
1      6   0.99   33.7
