id blocks plots subplots variety nitrogen  yield
 1     1     1     1      3       4       156
 2     1     1     2      3       3       118
 3     1     1     3      3       2       140
 4     1     1     4      3       1       105
 5     1     2     1      1       1       111
 6     1     2     2      1       2       130
 7     1     2     3      1       4       174
 8     1     2     4      1       3       157
 9     1     3     1      2       1       117
10     1     3     2      2       2       114
11     1     3     3      2       3       161
12     1     3     4      2       4       141
13     2     1     1      3       3       104
14     2     1     2      3       1        70
15     2     1     3      3       2        89
16     2     1     4      3       4       117
17     2     2     1      1       4       122
18     2     2     2      1       1        74
19     2     2     3      1       2        89
20     2     2     4      1       3        81
21     2     3     1      2       2       103
22     2     3     2      2       1        64
23     2     3     3      2       3       132
24     2     3     4      2       4       133
25     3     1     1      2       2       108
26     3     1     2      2       3       126
27     3     1     3      2       4       149
28     3     1     4      2       1        70
29     3     2     1      3       4       144
30     3     2     2      3       2       124
31     3     2     3      3       3       121
32     3     2     4      3       1        96
33     3     3     1      1       1        61
34     3     3     2      1       4       100
35     3     3     3      1       2        91
36     3     3     4      1       3        97
37     4     1     1      3       3       109
38     4     1     2      3       4        99
39     4     1     3      3       1        63
40     4     1     4      3       2        70
41     4     2     1      2       1        80
42     4     2     2      2       3        94
43     4     2     3      2       4       126
44     4     2     4      2       2        82
45     4     3     1      1       2        90
46     4     3     2      1       3       100
47     4     3     3      1       4       116
48     4     3     4      1       1        62
49     5     1     1      2       4        96
50     5     1     2      2       1        60
51     5     1     3      2       3        89
52     5     1     4      2       2       102
53     5     2     1      1       3       112
54     5     2     2      1       4        86
55     5     2     3      1       1        68
56     5     2     4      1       2        64
57     5     3     1      3       3       132
58     5     3     2      3       4       124
59     5     3     3      3       2       129
60     5     3     4      3       1        89
61     6     1     1      1       3       118
62     6     1     2      1       1        53
63     6     1     3      1       4       113
64     6     1     4      1       2        74
65     6     2     1      2       4       104
66     6     2     2      2       3        86
67     6     2     3      2       1        89
68     6     2     4      2       2        82
69     6     3     1      3       1        97
70     6     3     2      3       2        99
71     6     3     3      3       3       119
72     6     3     4      3       4       121
