12   1     1    1926 -9999 -9999 -9999 -9999 -9999 -9999 312 300 281 267 295 325
12   1     2    1927 360 365 372 375 382 350 336 314 305 280 285 316
12   1     3    1928 324 325 347 359 373 331 308 295 288 268 279 313
12   1     4    1929 349 401 355 418 368 345 -9999 -9999 -9999 -9999 -9999 -9999
12   1     5    1930 -9999 -9999 -9999 -9999 -9999 -9999 291 299 -9999 -9999 -9999 -9999
12   1     6    1931 -9999 -9999 -9999 -9999 -9999 -9999 -9999 311 335 283 286 301
12   1     7    1932 318 347 370 394 360 347 334 299 292 287 293 281
12   1     8    1933 357 364 399 382 390 374 335 319 309 312 311 337
12   1     9    1934 334 321 392 358 365 355 328 321 282 287 291 297
12   1    10    1935 332 390 367 383 375 319 331 311 288 275 299 313
12   1    11    1936 329 393 398 384 373 352 328 315 303 310 298 307
12   1    12    1937 347 352 395 382 365 349 324 323 301 283 280 355
12   1    13    1938 337 370 325 392 384 336 325 325 296 280 285 299
12   1    14    1939 320 341 385 347 382 339 331 313 286 304 284 309
12   1    15    1940 387 400 418 430 403 388 346 323 310 292 302 338
12   1    16    1941 362 395 417 409 417 361 348 336 306 299 309 309
12   1    17    1942 400 422 373 408 376 347 325 309 284 272 298 313
12   1    18    1943 338 341 385 363 348 352 336 303 291 292 303 321
12   1    19    1944 300 365 385 360 349 351 319 306 290 293 298 320
12   1    20    1945 377 359 360 373 376 351 329 327 297 288 295 313
12   1    21    1946 336 352 380 361 355 344 318 307 276 291 297 316
12   1    22    1947 383 397 393 369 361 347 334 324 307 296 278 312
12   1    23    1948 341 371 348 374 353 345 345 311 299 281 286 321
12   1    24    1949 332 365 378 357 371 354 335 321 284 272 296 292
12   1    25    1950 352 365 365 382 374 354 322 316 292 288 287 340
12   1    26    1951 338 402 417 397 383 364 332 321 297 298 278 311
12   1    27    1952 378 384 411 386 385 359 341 320 317 297 302 332
12   1    28    1953 335 375 373 383 382 359 326 317 293 280 266 -9999
12   1    29    1954 -9999 -9999 373 415 389 362 348 329 305 285 291 284
12   1    30    1955 315 375 399 374 361 351 339 332 300 292 278 317
12   1    31    1956 341 402 381 395 365 360 327 308 287 284 286 312
12   1    32    1957 340 342 353 375 380 349 330 321 305 279 294 322
12   1    33    1958 361 351 411 417 369 369 349 330 306 312 305 326
12   1    34    1959 369 367 364 390 389 373 342 330 313 294 297 328
12   1    35    1960 349 397 405 400 382 353 339 315 306 299 284 332
12   1    36    1961 368 333 338 365 379 349 343 322 296 288 301 304
12   1    37    1962 352 362 428 400 363 349 338 302 296 271 298 309
12   1    38    1963 371 408 377 381 378 352 327 310 282 273 278 293
12   1    39    1964 301 335 347 378 363 330 326 323 299 288 274 310
12   1    40    1965 332 390 383 385 387 345 337 318 305 275 278 305
12   1    41    1966 354 338 401 380 372 -9999 -9999 326 307 282 321 319
12   1    42    1967 361 362 354 374 349 358 325 317 296 273 267 304
12   1    43    1968 342 383 376 379 349 351 337 335 308 275 270 331
12   1    44    1969 327 419 361 393 351 364 333 333 294 281 307 345
12   1    45    1970 331 417 414 419 389 360 331 323 291 278 271 309
12   1    46    1971 344 349 411 364 358 358 336 309 317 278 292 306
