yield bloque hibrido nitrogeno 
  130      I   P3747         0
  150      I   P3747        70
  170      I   P3747       140
  165      I   P3747       210
  125      I   P3732         0
  150      I   P3732        70
  160      I   P3732       140
  165      I   P3732       210
  110      I   Mol17         0
  140      I   Mol17        70
  155      I   Mol17       140
  150      I   Mol17       210
  115      I    A632         0
  140      I    A632        70
  160      I    A632       140
  140      I    A632       210
  115      I    LH74         0
  170      I    LH74        70
  160      I    LH74       140
  170      I    LH74       210
  135     II   P3747         0
  170     II   P3747        70
  190     II   P3747       140
  185     II   P3747       210
  150     II   P3732         0
  160     II   P3732        70
  180     II   P3732       140
  200     II   P3732       210
  135     II   Mol17         0
  155     II   Mol17        70
  165     II   Mol17       140
  175     II   Mol17       210
  130     II    A632         0
  150     II    A632        70
  175     II    A632       140
  170     II    A632       210
  145     II    LH74         0
  180     II    LH74        70
  195     II    LH74       140
  200     II    LH74       210
