wear filler pretreat raw
 404      1        1   1
 478      1        2   1
 530      1        3   1
 381      1        1   2
 429      1        2   2
 528      1        3   2
 316      1        1   3
 376      1        2   3
 390      1        3   3
 423      1        1   4
 482      1        2   4
 550      1        3   4
 392      2        1   1
 418      2        2   1
 431      2        3   1
 239      2        1   2
 251      2        2   2
 249      2        3   2
 186      2        1   3
 207      2        2   3
 194      2        3   3
 410      2        1   4
 416      2        2   4
 452      2        3   4
 348      3        1   1
 381      3        2   1
 460      3        3   1
 327      3        1   2
 372      3        2   2
 482      3        3   2
 290      3        1   3
 315      3        2   3
 350      3        3   3
 383      3        1   4
 376      3        2   4
 496      3        3   4
 296      4        1   1
 291      4        2   1
 333      4        3   1
 165      4        1   2
 232      4        2   2
 242      4        3   2
 158      4        1   3
 279      4        2   3
 220      4        3   3
 301      4        1   4
 306      4        2   4
 330      4        3   4
 186      5        1   1
 198      5        2   1
 225      5        3   1
 129      5        1   2
 157      5        2   2
 197      5        3   2
 105      5        1   3
 163      5        2   3
 190      5        3   3
 213      5        1   4
 200      5        2   4
 255      5        3   4
