comb strain weight nitro
0      1   1.02   31.2
0      1   0.65   23.6
0      1   0.55   14.0
0      1   0.86   23.1
0      1   0.90   23.4
0      2   1.18   59.0
0      2   1.30   36.7
0      2   0.86   38.7
0      2   1.62   47.3
0      2   0.90   26.1
0      3   0.52   11.5
0      3   0.62   14.4
0      3   0.56   13.0
0      3   0.56   10.2
0      3   0.47    9.4
0      4   0.66   16.1
0      4   0.61   14.2
0      4   0.73   16.6
0      4   0.67   14.2
0      4   0.72   16.6
0      5   0.59   13.6
0      5   0.51   11.2
0      5   0.47    9.5
0      5   0.58   13.7
0      5   0.53   12.5
0      6   1.09   25.1
0      6   1.14   31.9
0      6   0.90   26.1
0      6   0.68   17.1
0      6   1.02   25.2
1      1   0.68   19.4
1      1   1.16   32.6
1      1   1.03   27.0
1      1   1.10   32.1
1      1   1.10   33.0
1      2   0.66   17.7
1      2   0.96   24.8
1      2   1.05   27.9
1      2   0.83   25.2
1      2   0.88   24.3
1      3   0.68   17.0
1      3   0.81   19.4
1      3   0.42    9.1
1      3   0.47   11.9
1      3   0.66   15.8
1      4   0.81   20.7
1      4   0.82   21.0
1      4   0.84   20.5
1      4   0.74   18.8
1      4   0.78   18.6
1      5   0.57   14.3
1      5   0.58   14.4
1      5   0.47   11.8
1      5   0.50   11.6
1      5   0.61   14.2
1      6   0.76   17.3
1      6   0.75   19.4
1      6   0.83   19.1
1      6   0.66   16.9
1      6   0.76   20.8
